databaseId,caseId/en,title,citation
csc-scc,1997canlii365,ST. Mary's Indian Band v. Cranbrook (City),"[1997] 2 SCR 678, 1997 CanLII 365 (SCC)"
csc-scc,1997canlii319,R. v. Lifchus,"[1997] 3 SCR 320, 1997 CanLII 319 (SCC)"
csc-scc,1997canlii318,R. v. Hydro-Québec,"[1997] 3 SCR 213, 1997 CanLII 318 (SCC)"
csc-scc,1997canlii317,Ref re Remuneration of Judges of the Prov. Court of P.E.I.; Ref re Independence and Impartiality of Judges of the Prov. Court of P.E.I.,"[1997] 3 SCR 3, 1997 CanLII 317 (SCC)"
csc-scc,1997canlii316,Pasiechnyk v. Saskatchewan (Workers’ Compensation Board),"[1997] 2 SCR 890, 1997 CanLII 316 (SCC)"
csc-scc,1997canlii315,Doré v. Verdun (City),"[1997] 2 SCR 862, 1997 CanLII 315 (SCC)"
csc-scc,1997canlii314,R. v. Cogger,"[1997] 2 SCR 845, 1997 CanLII 314 (SCC)"
csc-scc,1997canlii313,R. v. Greyeyes,"[1997] 2 SCR 825, 1997 CanLII 313 (SCC)"
csc-scc,1997canlii312,R. v. Esau,"[1997] 2 SCR 777, 1997 CanLII 312 (SCC)"
csc-scc,1997canlii311,R. v. G. (S.G.),"[1997] 2 SCR 716, 1997 CanLII 311 (SCC)"
csc-scc,1997canlii310,Côté v. Canada (Director of Investigation and Research),"[1997] 2 SCR 714, 1997 CanLII 310 (SCC)"
csc-scc,1997canlii343,R. v. Feeney (Application),"[1997] 2 SCR 117, 1997 CanLII 343 (SCC)"
csc-scc,1997canlii309,R. v. La,"[1997] 2 SCR 680, 1997 CanLII 309 (SCC)"
csc-scc,1997canlii364,ST. Mary's Indian Band v. Cranbrook (City),"[1997] 2 SCR 657, 1997 CanLII 364 (SCC)"
csc-scc,1997canlii363,R. v. Mara,"[1997] 2 SCR 630, 1997 CanLII 363 (SCC)"
csc-scc,1997canlii362,Armada Lines Ltd. v. Chaleur Fertilizers Ltd.,"[1997] 2 SCR 617, 1997 CanLII 362 (SCC)"
csc-scc,1997canlii361,Air Canada v. Ontario (Liquor Control Board),"[1997] 2 SCR 581, 1997 CanLII 361 (SCC)"
csc-scc,1997canlii360,Arndt v. Smith,"[1997] 2 SCR 539, 1997 CanLII 360 (SCC)"
csc-scc,1997canlii359,United States of America v. Dynar,"[1997] 2 SCR 462, 1997 CanLII 359 (SCC)"
csc-scc,1997canlii358,Dagg v. Canada (Minister of Finance),"[1997] 2 SCR 403, 1997 CanLII 358 (SCC)"
csc-scc,1997canlii357,Hickman Motors Ltd. v. Canada,"[1997] 2 SCR 336, 1997 CanLII 357 (SCC)"
csc-scc,1997canlii356,R. v. Jack,"[1997] 2 SCR 334, 1997 CanLII 356 (SCC)"
csc-scc,1997canlii355,R. v. Allender,"[1997] 2 SCR 333, 1997 CanLII 355 (SCC)"
csc-scc,1997canlii17020,Canadian Egg Marketing Agency v. Richardson,"[1998] 3 SCR 157, 1997 CanLII 17020 (SCC)"
csc-scc,1997canlii354,United States of America v. Desfossés,"[1997] 2 SCR 326, 1997 CanLII 354 (SCC)"
csc-scc,1997canlii353,Sylvester v. British Columbia,"[1997] 2 SCR 315, 1997 CanLII 353 (SCC)"
csc-scc,1997canlii352,Construction Gilles Paquette ltée v. Entreprises Végo ltée,"[1997] 2 SCR 299, 1997 CanLII 352 (SCC)"
csc-scc,1997canlii351,Canada Post Corp. v. Canadian Union of Postal Workers,"[1997] 2 SCR 294, 1997 CanLII 351 (SCC)"
csc-scc,1997canlii350,R. v. Bedford,"[1997] 2 SCR 292, 1997 CanLII 350 (SCC)"
csc-scc,1997canlii349,Martin v. Artyork Investments Ltd.,"[1997] 2 SCR 290, 1997 CanLII 349 (SCC)"
csc-scc,1997canlii348,R. v. Senior,"[1997] 2 SCR 288, 1997 CanLII 348 (SCC)"
csc-scc,1997canlii347,R. v. Currie,"[1997] 2 SCR 260, 1997 CanLII 347 (SCC)"
csc-scc,1997canlii346,Soulos v. Korkontzilas,"[1997] 2 SCR 217, 1997 CanLII 346 (SCC)"
csc-scc,1997canlii345,Hercules Managements Ltd. v. Ernst & Young,"[1997] 2 SCR 165, 1997 CanLII 345 (SCC)"
csc-scc,1997canlii344,Opetchesaht Indian Band v. Canada,"[1997] 2 SCR 119, 1997 CanLII 344 (SCC)"
csc-scc,1997canlii342,R. v. Feeney,"[1997] 2 SCR 13, 1997 CanLII 342 (SCC)"
csc-scc,1997canlii341,R. v. Doliente,"[1997] 2 SCR 11, 1997 CanLII 341 (SCC)"
csc-scc,1997canlii340,Richter & Partners Inc. v. Ernst & Young,"[1997] 2 SCR 5, 1997 CanLII 340 (SCC)"
csc-scc,1997canlii339,Brkich & Brkich Enterprises Ltd. v. American Home Assurance Co.,"[1997] 1 SCR 1149, 1997 CanLII 339 (SCC)"
csc-scc,1997canlii338,R. v. Coreas,"[1997] 1 SCR 1147, 1997 CanLII 338 (SCC)"
csc-scc,1997canlii392,R. v. Cook,"[1997] 1 SCR 1113, 1997 CanLII 392 (SCC)"
csc-scc,1997canlii391,Hamstra (Guardian ad litem of) v. British Columbia Rugby Union,"[1997] 1 SCR 1092, 1997 CanLII 391 (SCC)"
csc-scc,1997canlii390,Pointe-Claire (City) v. Quebec (Labour Court),"[1997] 1 SCR 1015, 1997 CanLII 390 (SCC)"
csc-scc,1997canlii389,R. v. McDonnell,"[1997] 1 SCR 948, 1997 CanLII 389 (SCC)"
csc-scc,1997canlii388,R. v. Noble,"[1997] 1 SCR 874, 1997 CanLII 388 (SCC)"
csc-scc,1997canlii393,Germain v. Montreal (City),"[1997] 1 SCR 1144, 1997 CanLII 393 (SCC)"
csc-scc,1997canlii17810,Hill v. Nova Scotia (Attorney General),1997 CanLII 17810 (SCC)
csc-scc,1997canlii17783,Thomson Newspapers Co. v. Canada (Attorney General),1997 CanLII 17783 (SCC)
csc-scc,1997canlii387,Farber v. Royal Trust Co.,"[1997] 1 SCR 846, 1997 CanLII 387 (SCC)"
csc-scc,1997canlii386,"Canadian Union of Public Employees, Local 301 v. Montreal (City)","[1997] 1 SCR 793, 1997 CanLII 386 (SCC)"
csc-scc,1997canlii385,Canada (Director of Investigation and Research) v. Southam Inc.,"[1997] 1 SCR 748, 1997 CanLII 385 (SCC)"
csc-scc,1997canlii384,R. v. Stillman,"[1997] 1 SCR 607, 1997 CanLII 384 (SCC)"
csc-scc,1997canlii383,R. v. Melnichuk,"[1997] 1 SCR 602, 1997 CanLII 383 (SCC)"
csc-scc,1997canlii382,R. v. Haroun,"[1997] 1 SCR 593, 1997 CanLII 382 (SCC)"
csc-scc,1997canlii381,R. v. Curragh Inc.,"[1997] 1 SCR 537, 1997 CanLII 381 (SCC)"
csc-scc,1997canlii380,R. v. Buric,"[1997] 1 SCR 535, 1997 CanLII 380 (SCC)"
csc-scc,1997canlii379,R. v. Halnuck,"[1997] 1 SCR 533, 1997 CanLII 379 (SCC)"
csc-scc,1997canlii17019,R. v. Nijjar,"[1998] 1 SCR 320, 1997 CanLII 17019 (SCC)"
csc-scc,1997canlii378,"Toronto (City) Board of Education v. O.S.S.T.F., District 15","[1997] 1 SCR 487, 1997 CanLII 378 (SCC)"
csc-scc,1997canlii377,Royal Bank of Canada v. Sparrow Electric Corp.,"[1997] 1 SCR 411, 1997 CanLII 377 (SCC)"
csc-scc,1997canlii376,Benner v. Canada (Secretary of State),"[1997] 1 SCR 358, 1997 CanLII 376 (SCC)"
csc-scc,1997canlii375,R. v. Russell,"[1997] 1 SCR 356, 1997 CanLII 375 (SCC)"
csc-scc,1997canlii374,R. v. Jacquard,"[1997] 1 SCR 314, 1997 CanLII 374 (SCC)"
csc-scc,1997canlii373,R. v. Naud,"[1997] 1 SCR 312, 1997 CanLII 373 (SCC)"
csc-scc,1997canlii372,R. v. Thompson,"[1997] 1 SCR 311, 1997 CanLII 372 (SCC)"
csc-scc,1997canlii371,Goodswimmer v. Canada (Minister of Indian Affairs and Northern Development),"[1997] 1 SCR 309, 1997 CanLII 371 (SCC)"
csc-scc,1997canlii370,R. v. Wickstead,"[1997] 1 SCR 307, 1997 CanLII 370 (SCC)"
csc-scc,1997canlii369,R. v. MacDonnell,"[1997] 1 SCR 305, 1997 CanLII 369 (SCC)"
csc-scc,1997canlii368,R. v. Jensen,"[1997] 1 SCR 304, 1997 CanLII 368 (SCC)"
csc-scc,1997canlii367,R. v. Leipert,"[1997] 1 SCR 281, 1997 CanLII 367 (SCC)"
csc-scc,1997canlii366,Eaton v. Brant County Board of Education,"[1997] 1 SCR 241, 1997 CanLII 366 (SCC)"
csc-scc,1997canlii405,R. v. Latimer,"[1997] 1 SCR 217, 1997 CanLII 405 (SCC)"
csc-scc,1997canlii403,M. (A.) v. Ryan,"[1997] 1 SCR 157, 1997 CanLII 403 (SCC)"
csc-scc,1997canlii402,R. v. Carosella,"[1997] 1 SCR 80, 1997 CanLII 402 (SCC)"
csc-scc,1997canlii404,R. v. Delaronde,"[1997] 1 SCR 213, 1997 CanLII 404 (SCC)"
csc-scc,1997canlii401,Hill v. Nova Scotia (Attorney General),"[1997] 1 SCR 69, 1997 CanLII 401 (SCC)"
csc-scc,1997canlii400,Toronto Area Transit Operating Authority v. Dell Holdings Ltd.,"[1997] 1 SCR 32, 1997 CanLII 400 (SCC)"
csc-scc,1997canlii399,Comeau's Sea Foods Ltd. v. Canada (Minister of Fisheries and Oceans),"[1997] 1 SCR 12, 1997 CanLII 399 (SCC)"
csc-scc,1997canlii398,R. v. Finn,"[1997] 1 SCR 10, 1997 CanLII 398 (SCC)"
csc-scc,1997canlii397,R. v. C. (D.A.),"[1997] 1 SCR 8, 1997 CanLII 397 (SCC)"
csc-scc,1997canlii396,R. v. Osvath,"[1997] 1 SCR 7, 1997 CanLII 396 (SCC)"
csc-scc,1997canlii395,Burlington Northern Railroad Co. v. Canadian National Railway Co.,"[1997] 1 SCR 5, 1997 CanLII 395 (SCC)"
csc-scc,1997canlii394,R. v. Hinse ,"[1997] 1 SCR 3, 1997 CanLII 394 (SCC)"
csc-scc,1996canlii158,R. v. Nikolovski,"[1996] 3 SCR 1197, 1996 CanLII 158 (SCC)"
csc-scc,1996canlii157,R. v. Hinchey,"[1996] 3 SCR 1128, 1996 CanLII 157 (SCC)"
csc-scc,1996canlii156,R. v. Bramwell,"[1996] 3 SCR 1126, 1996 CanLII 156 (SCC)"
csc-scc,1996canlii155,R. v. I. (R.R.),"[1996] 3 SCR 1124, 1996 CanLII 155 (SCC)"
csc-scc,1996canlii154,R. v. Hawkins,"[1996] 3 SCR 1043, 1996 CanLII 154 (SCC)"
csc-scc,1996canlii153,2747-3174 Québec Inc. v. Quebec (Régie des permis d'alcool),"[1996] 3 SCR 919, 1996 CanLII 153 (SCC)"
csc-scc,1996canlii152,Cooper v. Canada (Human Rights Commission),"[1996] 3 SCR 854, 1996 CanLII 152 (SCC)"
csc-scc,1996canlii151,R. v. Rockey,"[1996] 3 SCR 829, 1996 CanLII 151 (SCC)"
csc-scc,1996canlii150,R. v. Dawson,"[1996] 3 SCR 783, 1996 CanLII 150 (SCC)"
csc-scc,1996canlii149,Boma Manufacturing Ltd. v. Canadian Imperial Bank of Commerce,"[1996] 3 SCR 727, 1996 CanLII 149 (SCC)"
csc-scc,1996canlii148,Adler v. Ontario,"[1996] 3 SCR 609, 1996 CanLII 148 (SCC)"
csc-scc,1996canlii147,R. v. Paternak,"[1996] 3 SCR 607, 1996 CanLII 147 (SCC)"
csc-scc,1996canlii146,Hospitality Investments Ltd.  v. Everett Lord Building Construction Ltd.,"[1996] 3 SCR 605, 1996 CanLII 146 (SCC)"
csc-scc,1996canlii145,R. v. Howell,"[1996] 3 SCR 604, 1996 CanLII 145 (SCC)"
csc-scc,1996canlii144,R. v. Sherry,"[1996] 3 SCR 602, 1996 CanLII 144 (SCC)"
csc-scc,1996canlii143,R. v.  Pelletier,"[1996] 3 SCR 601, 1996 CanLII 143 (SCC)"
csc-scc,1996canlii142,R. v.  Biscette,"[1996] 3 SCR 599, 1996 CanLII 142 (SCC)"
csc-scc,1996canlii187,Battlefords and District Co-operative Ltd. v. Gibbs,"[1996] 3 SCR 566, 1996 CanLII 187 (SCC)"
csc-scc,1996canlii186,Verdun v. Toronto-Dominion Bank,"[1996] 3 SCR 550, 1996 CanLII 186 (SCC)"
csc-scc,1996canlii185,R. v. Richard,"[1996] 3 SCR 525, 1996 CanLII 185 (SCC)"
csc-scc,1996canlii184,Canadian Broadcasting Corp. v. New Brunswick (Attorney General),"[1996] 3 SCR 480, 1996 CanLII 184 (SCC)"
csc-scc,1996canlii183,Athey v. Leonati,"[1996] 3 SCR 458, 1996 CanLII 183 (SCC)"
csc-scc,1996canlii182,Manulife Bank of Canada v. Conlin,"[1996] 3 SCR 415, 1996 CanLII 182 (SCC)"
csc-scc,1996canlii181,R. v.  Keshane,"[1996] 3 SCR 413, 1996 CanLII 181 (SCC)"
csc-scc,1996canlii180,R. v. Laverty,"[1996] 3 SCR 412, 1996 CanLII 180 (SCC)"
csc-scc,1996canlii179,R. v. Pittman,"[1996] 3 SCR 410, 1996 CanLII 179 (SCC)"
csc-scc,1996canlii178,R. v.  Parisé,"[1996] 3 SCR 408, 1996 CanLII 178 (SCC)"
csc-scc,1996canlii177,Katz v. Vancouver Stock Exchange,"[1996] 3 SCR 405, 1996 CanLII 177 (SCC)"
csc-scc,1996canlii176,R. v. G. (R.M.),"[1996] 3 SCR 362, 1996 CanLII 176 (SCC)"
csc-scc,1996canlii175,Guimond v. Quebec (Attorney General),"[1996] 3 SCR 347, 1996 CanLII 175 (SCC)"
csc-scc,1996canlii174,R. v. Jacques,"[1996] 3 SCR 312, 1996 CanLII 174 (SCC)"
csc-scc,1996canlii173,Augustus v. Gosset,"[1996] 3 SCR 268, 1996 CanLII 173 (SCC)"
csc-scc,1996canlii172,Quebec (Public Curator) v.  Syndicat national des employés de l'hôpital St-Ferdinand,"[1996] 3 SCR 211, 1996 CanLII 172 (SCC)"
csc-scc,1996canlii171,R. v. Knox,"[1996] 3 SCR 199, 1996 CanLII 171 (SCC)"
csc-scc,1996canlii170,R. v. Côté,"[1996] 3 SCR 139, 1996 CanLII 170 (SCC)"
csc-scc,1996canlii169,R. v.  Adams,"[1996] 3 SCR 101, 1996 CanLII 169 (SCC)"
csc-scc,1996canlii168,Centre communautaire juridique de l'Estrie v. Sherbrooke (City),"[1996] 3 SCR 84, 1996 CanLII 168 (SCC)"
csc-scc,1996canlii167,Michaud v. Quebec (Attorney General),"[1996] 3 SCR 3, 1996 CanLII 167 (SCC)"
csc-scc,1996canlii166,D'Amato v. Badger,"[1996] 2 SCR 1071, 1996 CanLII 166 (SCC)"
csc-scc,1996canlii165,MacMillan Bloedel Ltd. v. Simpson,"[1996] 2 SCR 1048, 1996 CanLII 165 (SCC)"
csc-scc,1996canlii164,Ontario Home Builders' Association v. York Region Board of Education,"[1996] 2 SCR 929, 1996 CanLII 164 (SCC)"
csc-scc,1996canlii163,Harvey v. New Brunswick (Attorney General),"[1996] 2 SCR 876, 1996 CanLII 163 (SCC)"
csc-scc,1996canlii162,P. (S.) v.  R. (M.),"[1996] 2 SCR 842, 1996 CanLII 162 (SCC)"
csc-scc,1996canlii161,R. v.  Pamajewon,"[1996] 2 SCR 821, 1996 CanLII 161 (SCC)"
csc-scc,1996canlii160,R. v. Gladstone,"[1996] 2 SCR 723, 1996 CanLII 160 (SCC)"
csc-scc,1996canlii159,R. v. N.T.C. Smokehouse Ltd.,"[1996] 2 SCR 672, 1996 CanLII 159 (SCC)"
csc-scc,1996canlii216,R. v. Van der Peet,"[1996] 2 SCR 507, 1996 CanLII 216 (SCC)"
csc-scc,1996canlii215,Brotherhood of Maintenance of  Way Employees Canadian Pacific System Federation v. Canadian Pacific Ltd.,"[1996] 2 SCR 495, 1996 CanLII 215 (SCC)"
csc-scc,1996canlii214,R. v. Goldhart,"[1996] 2 SCR 463, 1996 CanLII 214 (SCC)"
csc-scc,1996canlii213,R. v.  Bardales,"[1996] 2 SCR 461, 1996 CanLII 213 (SCC)"
csc-scc,1996canlii212,R. v. McCarthy,"[1996] 2 SCR 460, 1996 CanLII 212 (SCC)"
csc-scc,1996canlii211,R. v. Michaud,"[1996] 2 SCR 458, 1996 CanLII 211 (SCC)"
csc-scc,1996canlii210,"International Longshoremen's and Warehousemen's Union, Ship and Dock Foremen, Local 514 v. Prince Rupert Grain Ltd.","[1996] 2 SCR 432, 1996 CanLII 210 (SCC)"
csc-scc,1996canlii209,Semelhago v. Paramadevan,"[1996] 2 SCR 415, 1996 CanLII 209 (SCC)"
csc-scc,1996canlii208,Béliveau St-Jacques v. Fédération des employées et employésde services publics inc.,"[1996] 2 SCR 345, 1996 CanLII 208 (SCC)"
csc-scc,1996canlii207,R. v. R. (D.),"[1996] 2 SCR 291, 1996 CanLII 207 (SCC)"
csc-scc,1996canlii206,R. v. Clement,"[1996] 2 SCR 289, 1996 CanLII 206 (SCC)"
csc-scc,1996canlii205,R. v. McKarris,"[1996] 2 SCR 287, 1996 CanLII 205 (SCC)"
csc-scc,1996canlii204,R. v.  Liakas,"[1996] 2 SCR 286, 1996 CanLII 204 (SCC)"
csc-scc,1996canlii203,R. v. Laperrière,"[1996] 2 SCR 284, 1996 CanLII 203 (SCC)"
csc-scc,1996canlii202,R. v. Hebert,"[1996] 2 SCR 272, 1996 CanLII 202 (SCC)"
csc-scc,1996canlii201,R. v. Seymour,"[1996] 2 SCR 252, 1996 CanLII 201 (SCC)"
csc-scc,1996canlii200,R. v. Sarson,"[1996] 2 SCR 223, 1996 CanLII 200 (SCC)"
csc-scc,1996canlii199,R. v. Terry,"[1996] 2 SCR 207, 1996 CanLII 199 (SCC)"
csc-scc,1996canlii198,R. v. Audet,"[1996] 2 SCR 171, 1996 CanLII 198 (SCC)"
csc-scc,1996canlii197,R. v.  Royer,"[1996] 2 SCR 169, 1996 CanLII 197 (SCC)"
csc-scc,1996canlii196,R. v. Labonté ,"[1996] 2 SCR 167, 1996 CanLII 196 (SCC)"
csc-scc,1996canlii195,R. v. Rarru,"[1996] 2 SCR 165, 1996 CanLII 195 (SCC)"
csc-scc,1996canlii194,R. v. Wright,"[1996] 2 SCR 163, 1996 CanLII 194 (SCC)"
csc-scc,1996canlii193,R. v.  Mara Properties Ltd.,"[1996] 2 SCR 161, 1996 CanLII 193 (SCC)"
csc-scc,1996canlii192,W. (V.) v. S. (D.),"[1996] 2 SCR 108, 1996 CanLII 192 (SCC)"
csc-scc,1996canlii191,Gordon v. Goertz,"[1996] 2 SCR 27, 1996 CanLII 191 (SCC)"
csc-scc,1996canlii190,Newfoundland Association of Public Employees v. Newfoundland (Green Bay Health Care Centre),"[1996] 2 SCR 3, 1996 CanLII 190 (SCC)"
csc-scc,1996canlii189,R. v. McConnell,"[1996] 1 SCR 1075, 1996 CanLII 189 (SCC)"
csc-scc,1996canlii188,R. v. Laporte,"[1996] 1 SCR 1074, 1996 CanLII 188 (SCC)"
csc-scc,1996canlii245,R. v. Nikal,"[1996] 1 SCR 1013, 1996 CanLII 245 (SCC)"
csc-scc,1996canlii244,Alberta (Treasury Branches) v. M.N.R.; Toronto-Dominion Bank v. M.N.R.,"[1996] 1 SCR 963, 1996 CanLII 244 (SCC)"
csc-scc,1996canlii243,R. v. Lewis,"[1996] 1 SCR 921, 1996 CanLII 243 (SCC)"
csc-scc,1996canlii242,"Coopérants, Mutual Life Insurance Society (Liquidator of) v. Dubois","[1996] 1 SCR 900, 1996 CanLII 242 (SCC)"
csc-scc,1996canlii241,Martin v. Beaudry,"[1996] 1 SCR 898, 1996 CanLII 241 (SCC)"
csc-scc,1996canlii238,United States of America v. Leon,"[1996] 1 SCR 888, 1996 CanLII 238 (SCC)"
csc-scc,1996canlii237,Ross v. New Brunswick School District No. 15,"[1996] 1 SCR 825, 1996 CanLII 237 (SCC)"
csc-scc,1996canlii236,R. v. Badger,"[1996] 1 SCR 771, 1996 CanLII 236 (SCC)"
csc-scc,1996canlii240,R. v. Richard,"[1996] 1 SCR 896, 1996 CanLII 240 (SCC)"
csc-scc,1996canlii239,D. (J.L.) v. Vallée,"[1996] 1 SCR 893, 1996 CanLII 239 (SCC)"
csc-scc,1996canlii235,R. v. Lemky,"[1996] 1 SCR 757, 1996 CanLII 235 (SCC)"
csc-scc,1996canlii234,R. v. McMaster,"[1996] 1 SCR 740, 1996 CanLII 234 (SCC)"
csc-scc,1996canlii233,R. v. Robinson,"[1996] 1 SCR 683, 1996 CanLII 233 (SCC)"
csc-scc,1996canlii232,R. v. Calder,"[1996] 1 SCR 660, 1996 CanLII 232 (SCC)"
csc-scc,1996canlii231,Gould v. Yukon Order of Pioneers,"[1996] 1 SCR 571, 1996 CanLII 231 (SCC)"
csc-scc,1996canlii230,R. v. M. (C.A.),"[1996] 1 SCR 500, 1996 CanLII 230 (SCC)"
csc-scc,1996canlii229,R. v. Burke,"[1996] 1 SCR 474, 1996 CanLII 229 (SCC)"
csc-scc,1996canlii228,R. v. Majid,"[1996] 1 SCR 472, 1996 CanLII 228 (SCC)"
csc-scc,1996canlii227,R. v. V.D.A. (A.F.),"[1996] 1 SCR 471, 1996 CanLII 227 (SCC)"
csc-scc,1996canlii226,United States of America v. Ross,"[1996] 1 SCR 469, 1996 CanLII 226 (SCC)"
csc-scc,1996canlii225,United States of America v. Whitley,"[1996] 1 SCR 467, 1996 CanLII 225 (SCC)"
csc-scc,1996canlii224,United States of America v. Jamieson,"[1996] 1 SCR 465, 1996 CanLII 224 (SCC)"
csc-scc,1996canlii141,Canada v. Barrientos,"[1997] 1 SCR 531, 1996 CanLII 141 (SCC)"
csc-scc,1996canlii223,R. v. Martin,"[1996] 1 SCR 463, 1996 CanLII 223 (SCC)"
csc-scc,1996canlii222,R. v. Marinaro,"[1996] 1 SCR 462, 1996 CanLII 222 (SCC)"
csc-scc,1996canlii221,R. v. Keegstra,"[1996] 1 SCR 458, 1996 CanLII 221 (SCC)"
csc-scc,1996canlii220,Royal Oak Mines Inc. v. Canada (Labour Relations Board),"[1996] 1 SCR 369, 1996 CanLII 220 (SCC)"
csc-scc,1996canlii219,Royal Bank of Canada v. North American Life Assurance Co.,"[1996] 1 SCR 325, 1996 CanLII 219 (SCC)"
csc-scc,1996canlii218,Tennant v. M.N.R.,"[1996] 1 SCR 305, 1996 CanLII 218 (SCC)"
csc-scc,1996canlii217,Schwartz v. Canada,"[1996] 1 SCR 254, 1996 CanLII 217 (SCC)"
csc-scc,1996canlii259,Reference re Amendments to the Residential Tenancies Act (N.S.),"[1996] 1 SCR 186, 1996 CanLII 259 (SCC)"
csc-scc,1996canlii258,R. v. Gagnon,"[1996] 1 SCR 185, 1996 CanLII 258 (SCC)"
csc-scc,1996canlii257,Helo Enterprises Ltd. v. Standard Trust Co. (Liquidators of),"[1996] 1 SCR 183, 1996 CanLII 257 (SCC)"
csc-scc,1996canlii140,Esmail v. Petro-Canada,"[1997] 2 SCR 3, 1996 CanLII 140 (SCC)"
csc-scc,1996canlii256,Chablis Textiles Inc. (Trustee of) v. London Life Insurance Co.,"[1996] 1 SCR 160, 1996 CanLII 256 (SCC)"
csc-scc,1996canlii255,R. v. Edwards,"[1996] 1 SCR 128, 1996 CanLII 255 (SCC)"
csc-scc,1996canlii254,Mooring v. Canada (National Parole Board),"[1996] 1 SCR 75, 1996 CanLII 254 (SCC)"
csc-scc,1996canlii253,Swantje v. Canada,"[1996] 1 SCR 73, 1996 CanLII 253 (SCC)"
csc-scc,1996canlii252,R. v. Austin,"[1996] 1 SCR 72, 1996 CanLII 252 (SCC)"
csc-scc,1996canlii251,R. v. Fitt; R. v. Kouyas,"[1996] 1 SCR 70, 1996 CanLII 251 (SCC)"
csc-scc,1996canlii250,R. v. Dewald,"[1996] 1 SCR 68, 1996 CanLII 250 (SCC)"
csc-scc,1996canlii249,R. v. Thibert,"[1996] 1 SCR 37, 1996 CanLII 249 (SCC)"
csc-scc,1996canlii248,R. v. Evans,"[1996] 1 SCR 8, 1996 CanLII 248 (SCC)"
csc-scc,1996canlii247,Rubin v. Canada (Clerk of the Privy Council),"[1996] 1 SCR 6, 1996 CanLII 247 (SCC)"
csc-scc,1996canlii246,ST. Marys Paper Inc. (Re),"[1996] 1 SCR 3, 1996 CanLII 246 (SCC)"
csc-scc,1995canlii56,R. v. Adams,"[1995] 4 SCR 707, 1995 CanLII 56 (SCC)"
csc-scc,1995canlii55,Hollis v. Dow Corning Corp.,"[1995] 4 SCR 634, 1995 CanLII 55 (SCC)"
csc-scc,1995canlii57,MacMillan Bloedel Ltd. v. Simpson,"[1995] 4 SCR 725, 1995 CanLII 57 (SCC)"
csc-scc,1995canlii53,P. (M.) v. L.B. (G.),"[1995] 4 SCR 592, 1995 CanLII 53 (SCC)"
csc-scc,1995canlii52,A. (L.L.) v. B. (A.),"[1995] 4 SCR 536, 1995 CanLII 52 (SCC)"
csc-scc,1995canlii51,R. v. O'Connor,"[1995] 4 SCR 411, 1995 CanLII 51 (SCC)"
csc-scc,1995canlii50,Blueberry River Indian Band v. Canada (Department of Indian Affairs and Northern Development),"[1995] 4 SCR 344, 1995 CanLII 50 (SCC)"
csc-scc,1995canlii49,Ruffo v. Conseil de la magistrature,"[1995] 4 SCR 267, 1995 CanLII 49 (SCC)"
csc-scc,1995canlii54,R. v. Hinse,"[1995] 4 SCR 597, 1995 CanLII 54 (SCC)"
csc-scc,1995canlii48,R. v. Brydon,"[1995] 4 SCR 253, 1995 CanLII 48 (SCC)"
csc-scc,1995canlii47,R. v. Shropshire,"[1995] 4 SCR 227, 1995 CanLII 47 (SCC)"
csc-scc,1995canlii46,R. v. Khela,"[1995] 4 SCR 201, 1995 CanLII 46 (SCC)"
csc-scc,1995canlii45,R. v. K. (B.),"[1995] 4 SCR 186, 1995 CanLII 45 (SCC)"
csc-scc,1995canlii44,R. v. Fitzpatrick,"[1995] 4 SCR 154, 1995 CanLII 44 (SCC)"
csc-scc,1995canlii43,R. v. Livermore,"[1995] 4 SCR 123, 1995 CanLII 43 (SCC)"
csc-scc,1995canlii85,R. v. Jorgensen,"[1995] 4 SCR 55, 1995 CanLII 85 (SCC)"
csc-scc,1995canlii84,R. v. Munroe,"[1995] 4 SCR 53, 1995 CanLII 84 (SCC)"
csc-scc,1995canlii83,R. v. W. (A.),"[1995] 4 SCR 51, 1995 CanLII 83 (SCC)"
csc-scc,1995canlii82,R. v. Marc,"[1995] 4 SCR 50, 1995 CanLII 82 (SCC)"
csc-scc,1995canlii81,R. v. Rogalsky,"[1995] 4 SCR 48, 1995 CanLII 81 (SCC)"
csc-scc,1995canlii80,R. v. Fleurant,"[1995] 4 SCR 47, 1995 CanLII 80 (SCC)"
csc-scc,1995canlii79,R. v. Mathieu,"[1995] 4 SCR 46, 1995 CanLII 79 (SCC)"
csc-scc,1995canlii78,R. v. Polo,"[1995] 4 SCR 44, 1995 CanLII 78 (SCC)"
csc-scc,1995canlii77,R. v. Patriquen,"[1995] 4 SCR 42, 1995 CanLII 77 (SCC)"
csc-scc,1995canlii76,Blair v. Consolidated Enfield Corp.,"[1995] 4 SCR 5, 1995 CanLII 76 (SCC)"
csc-scc,1995canlii75,Fire v. Longtin,"[1995] 4 SCR 3, 1995 CanLII 75 (SCC)"
csc-scc,1995canlii74,R. v. U. (F.J.),"[1995] 3 SCR 764, 1995 CanLII 74 (SCC)"
csc-scc,1995canlii73,Large v. Stratford (City),"[1995] 3 SCR 733, 1995 CanLII 73 (SCC)"
csc-scc,1995canlii72,Ter Neuzen v. Korn,"[1995] 3 SCR 674, 1995 CanLII 72 (SCC)"
csc-scc,1995canlii71,Chan v. Canada (Minister of Employment and Immigration),"[1995] 3 SCR 593, 1995 CanLII 71 (SCC)"
